 X,    Y,   CCL  
    0.85000E+01,    0.43140E+02,    0.71512E+08
    0.88000E+01,    0.41490E+02,    0.91719E+08
    0.91000E+01,    0.42220E+02,    0.86897E+08
    0.91900E+01,    0.42700E+02,    0.83468E+08
    0.79400E+01,    0.41300E+02,    0.90725E+08
    0.82100E+01,    0.41030E+02,    0.94380E+08
    0.81900E+01,    0.41510E+02,    0.89339E+08
    0.84000E+01,    0.41350E+02,    0.91930E+08
    0.76200E+01,    0.41030E+02,    0.92573E+08
    0.79200E+01,    0.40850E+02,    0.95463E+08
    0.66700E+01,    0.40920E+02,    0.85454E+08
    0.65100E+01,    0.41170E+02,    0.74427E+08
    0.89900E+01,    0.43740E+02,    0.74490E+08
    0.92500E+01,    0.43600E+02,    0.77900E+08
    0.65800E+01,    0.39720E+02,    0.10609E+09
    0.73300E+01,    0.39820E+02,    0.10406E+09
    0.79200E+01,    0.39930E+02,    0.10149E+09
    0.59300E+01,    0.39690E+02,    0.10564E+09
    0.45800E+01,    0.39850E+02,    0.84593E+08
    0.99700E+01,    0.45490E+02,    0.83790E+08
    0.35500E+01,    0.39610E+02,    0.69295E+08
    0.31000E+01,    0.39530E+02,    0.58866E+08
    0.21900E+01,    0.39330E+02,    0.53379E+08
    0.17500E+01,    0.39220E+02,    0.55214E+08
    0.54300E+01,    0.37590E+02,    0.11759E+09
    0.89900E+01,    0.38180E+02,    0.10110E+09
    0.78000E+01,    0.37960E+02,    0.10563E+09
    0.67400E+01,    0.37630E+02,    0.10988E+09
    0.88600E+01,    0.36880E+02,    0.10184E+09
    0.79400E+01,    0.36980E+02,    0.10467E+09
    0.96400E+01,    0.38820E+02,    0.99189E+08
    0.40700E+01,    0.37660E+02,    0.12553E+09
    0.29300E+01,    0.37760E+02,    0.12845E+09
    0.11480E+02,    0.40330E+02,    0.93546E+08
    0.12450E+02,    0.40260E+02,    0.93028E+08
    0.11120E+02,    0.44380E+02,    0.82008E+08
    0.11760E+02,    0.44340E+02,    0.83453E+08
    0.12400E+02,    0.44310E+02,    0.84756E+08
    0.12990E+02,    0.44260E+02,    0.85834E+08
    0.11230E+02,    0.46270E+02,    0.80448E+08
    0.11870E+02,    0.46170E+02,    0.80596E+08
    0.12490E+02,    0.46100E+02,    0.81888E+08
    0.13130E+02,    0.46060E+02,    0.83424E+08
    0.11400E+02,    0.47430E+02,    0.83600E+08
    0.11980E+02,    0.47340E+02,    0.81534E+08
    0.12560E+02,    0.47270E+02,    0.81769E+08
    0.13140E+02,    0.47230E+02,    0.82866E+08
    0.12040E+02,    0.47890E+02,    0.82718E+08
    0.12590E+02,    0.47820E+02,    0.82329E+08
    0.13150E+02,    0.47780E+02,    0.83089E+08
    0.11480E+02,    0.47970E+02,    0.85568E+08
    0.11920E+02,    0.46770E+02,    0.80794E+08
    0.12530E+02,    0.46700E+02,    0.81607E+08
    0.13140E+02,    0.46660E+02,    0.83003E+08
    0.11330E+02,    0.46860E+02,    0.81714E+08
    0.11790E+02,    0.44940E+02,    0.82075E+08
    0.11810E+02,    0.45560E+02,    0.81046E+08
    0.11130E+02,    0.45000E+02,    0.80575E+08
    0.11150E+02,    0.45640E+02,    0.79915E+08
    0.13060E+02,    0.44830E+02,    0.84946E+08
    0.12420E+02,    0.44890E+02,    0.83561E+08
    0.13100E+02,    0.45440E+02,    0.84106E+08
    0.12460E+02,    0.45490E+02,    0.82577E+08
    0.11570E+02,    0.41180E+02,    0.91736E+08
    0.11670E+02,    0.41960E+02,    0.89785E+08
    0.11830E+02,    0.42590E+02,    0.88290E+08
    0.11820E+02,    0.43180E+02,    0.86745E+08
    0.11780E+02,    0.43760E+02,    0.85047E+08
    0.11110E+02,    0.43760E+02,    0.83886E+08
    0.11180E+02,    0.43160E+02,    0.86012E+08
    0.11240E+02,    0.42660E+02,    0.87836E+08
    0.12550E+02,    0.41860E+02,    0.90213E+08
    0.12400E+02,    0.43770E+02,    0.85989E+08
    0.12540E+02,    0.43220E+02,    0.87296E+08
    0.12570E+02,    0.42560E+02,    0.88743E+08
    0.12920E+02,    0.43800E+02,    0.86654E+08
    0.12490E+02,    0.41080E+02,    0.91661E+08
    0.11210E+02,    0.37600E+02,    0.97311E+08
    0.12280E+02,    0.37510E+02,    0.96251E+08
    0.11420E+02,    0.39460E+02,    0.95015E+08
    0.11330E+02,    0.38560E+02,    0.96238E+08
    0.12390E+02,    0.39390E+02,    0.94284E+08
    0.12340E+02,    0.38480E+02,    0.95358E+08
    0.11010E+02,    0.35310E+02,    0.98505E+08
    0.12180E+02,    0.35280E+02,    0.97421E+08
    0.11100E+02,    0.36510E+02,    0.98066E+08
    0.12240E+02,    0.36450E+02,    0.96937E+08
    0.85100E+01,    0.30220E+02,    0.99784E+08
    0.84500E+01,    0.31600E+02,    0.10014E+09
    0.84200E+01,    0.32860E+02,    0.10089E+09
    0.41200E+01,    0.30260E+02,    0.10237E+09
    0.39000E+01,    0.32260E+02,    0.10517E+09
    0.63800E+01,    0.30550E+02,    0.10064E+09
    0.57300E+01,    0.32460E+02,    0.10341E+09
    0.71200E+01,    0.32830E+02,    0.10255E+09
    0.73300E+01,    0.31650E+02,    0.10124E+09
    0.10770E+02,    0.30660E+02,    0.98034E+08
    0.10860E+02,    0.32560E+02,    0.98510E+08
    0.96400E+01,    0.32810E+02,    0.99591E+08
    0.96400E+01,    0.31690E+02,    0.99142E+08
    0.12060E+02,    0.32750E+02,    0.97890E+08
    0.12030E+02,    0.31650E+02,    0.98049E+08
    0.14380E+02,    0.39300E+02,    0.93707E+08
    0.15380E+02,    0.39250E+02,    0.93703E+08
    0.16410E+02,    0.39180E+02,    0.93846E+08
    0.17540E+02,    0.39130E+02,    0.93982E+08
    0.18690E+02,    0.39140E+02,    0.94146E+08
    0.19810E+02,    0.39180E+02,    0.94348E+08
    0.20850E+02,    0.39170E+02,    0.94533E+08
    0.14380E+02,    0.44030E+02,    0.88228E+08
    0.15170E+02,    0.43990E+02,    0.89234E+08
    0.15970E+02,    0.43960E+02,    0.90144E+08
    0.16800E+02,    0.43910E+02,    0.91006E+08
    0.17700E+02,    0.43860E+02,    0.91762E+08
    0.18610E+02,    0.43840E+02,    0.92396E+08
    0.19500E+02,    0.43810E+02,    0.92956E+08
    0.20330E+02,    0.43790E+02,    0.93395E+08
    0.21180E+02,    0.43570E+02,    0.93820E+08
    0.17750E+02,    0.44710E+02,    0.91506E+08
    0.17810E+02,    0.45550E+02,    0.91391E+08
    0.17930E+02,    0.46350E+02,    0.91468E+08
    0.18020E+02,    0.47110E+02,    0.91587E+08
    0.16000E+02,    0.44720E+02,    0.89682E+08
    0.15980E+02,    0.45470E+02,    0.89245E+08
    0.15850E+02,    0.46110E+02,    0.88819E+08
    0.15880E+02,    0.46740E+02,    0.88777E+08
    0.15990E+02,    0.47360E+02,    0.88967E+08
    0.14450E+02,    0.46050E+02,    0.86373E+08
    0.15160E+02,    0.46110E+02,    0.87669E+08
    0.14290E+02,    0.47740E+02,    0.85616E+08
    0.14290E+02,    0.47220E+02,    0.85560E+08
    0.14410E+02,    0.46690E+02,    0.85939E+08
    0.15370E+02,    0.47490E+02,    0.87857E+08
    0.15110E+02,    0.46850E+02,    0.87474E+08
    0.14820E+02,    0.47670E+02,    0.86760E+08
    0.14750E+02,    0.47250E+02,    0.86599E+08
    0.14440E+02,    0.44710E+02,    0.87547E+08
    0.15210E+02,    0.44700E+02,    0.88668E+08
    0.15200E+02,    0.45410E+02,    0.88152E+08
    0.14470E+02,    0.45390E+02,    0.86931E+08
    0.17280E+02,    0.47180E+02,    0.90781E+08
    0.17150E+02,    0.46460E+02,    0.90604E+08
    0.16840E+02,    0.45670E+02,    0.90446E+08
    0.16850E+02,    0.44740E+02,    0.90631E+08
    0.16630E+02,    0.47270E+02,    0.89917E+08
    0.16510E+02,    0.46650E+02,    0.89743E+08
    0.16410E+02,    0.46140E+02,    0.89676E+08
    0.19530E+02,    0.44650E+02,    0.92837E+08
    0.19560E+02,    0.45470E+02,    0.92785E+08
    0.19570E+02,    0.46290E+02,    0.92801E+08
    0.19550E+02,    0.47020E+02,    0.92844E+08
    0.18690E+02,    0.45500E+02,    0.92162E+08
    0.18750E+02,    0.46290E+02,    0.92180E+08
    0.18790E+02,    0.47050E+02,    0.92273E+08
    0.18650E+02,    0.44660E+02,    0.92240E+08
    0.20440E+02,    0.45490E+02,    0.93320E+08
    0.21380E+02,    0.45520E+02,    0.93789E+08
    0.20410E+02,    0.46340E+02,    0.93328E+08
    0.20270E+02,    0.47050E+02,    0.93326E+08
    0.21350E+02,    0.46590E+02,    0.93941E+08
    0.20860E+02,    0.47100E+02,    0.93686E+08
    0.20410E+02,    0.44610E+02,    0.93339E+08
    0.21330E+02,    0.44560E+02,    0.93797E+08
    0.17560E+02,    0.40150E+02,    0.93490E+08
    0.17560E+02,    0.41140E+02,    0.92975E+08
    0.17550E+02,    0.42110E+02,    0.92443E+08
    0.17630E+02,    0.43020E+02,    0.92072E+08
    0.16450E+02,    0.41130E+02,    0.92545E+08
    0.15400E+02,    0.41060E+02,    0.92188E+08
    0.14400E+02,    0.41030E+02,    0.91919E+08
    0.15410E+02,    0.40160E+02,    0.92986E+08
    0.14400E+02,    0.40180E+02,    0.92838E+08
    0.16460E+02,    0.40160E+02,    0.93229E+08
    0.14290E+02,    0.43320E+02,    0.88953E+08
    0.14300E+02,    0.42590E+02,    0.89939E+08
    0.14370E+02,    0.41840E+02,    0.90944E+08
    0.16360E+02,    0.42190E+02,    0.91848E+08
    0.15320E+02,    0.41920E+02,    0.91335E+08
    0.16670E+02,    0.43080E+02,    0.91394E+08
    0.15900E+02,    0.43250E+02,    0.90617E+08
    0.15130E+02,    0.43290E+02,    0.89893E+08
    0.15140E+02,    0.42620E+02,    0.90564E+08
    0.15800E+02,    0.42680E+02,    0.91038E+08
    0.20870E+02,    0.41290E+02,    0.94040E+08
    0.19760E+02,    0.41220E+02,    0.93709E+08
    0.18660E+02,    0.41160E+02,    0.93355E+08
    0.19790E+02,    0.40180E+02,    0.94031E+08
    0.20880E+02,    0.40210E+02,    0.94303E+08
    0.18680E+02,    0.40160E+02,    0.93755E+08
    0.18600E+02,    0.42990E+02,    0.92642E+08
    0.18630E+02,    0.42130E+02,    0.92983E+08
    0.20810E+02,    0.42530E+02,    0.93885E+08
    0.19680E+02,    0.42220E+02,    0.93395E+08
    0.19500E+02,    0.43040E+02,    0.93120E+08
    0.20220E+02,    0.43100E+02,    0.93468E+08
    0.14500E+02,    0.32730E+02,    0.96617E+08
    0.15820E+02,    0.32480E+02,    0.96361E+08
    0.17360E+02,    0.32500E+02,    0.96110E+08
    0.18960E+02,    0.32630E+02,    0.95942E+08
    0.20480E+02,    0.32630E+02,    0.95790E+08
    0.17480E+02,    0.38060E+02,    0.94445E+08
    0.17390E+02,    0.36860E+02,    0.94916E+08
    0.17400E+02,    0.35500E+02,    0.95424E+08
    0.17420E+02,    0.34060E+02,    0.95799E+08
    0.18870E+02,    0.35580E+02,    0.95292E+08
    0.20340E+02,    0.35710E+02,    0.95256E+08
    0.18710E+02,    0.38080E+02,    0.94525E+08
    0.18780E+02,    0.36910E+02,    0.94925E+08
    0.20150E+02,    0.37120E+02,    0.94926E+08
    0.19860E+02,    0.38170E+02,    0.94652E+08
    0.20780E+02,    0.38330E+02,    0.94740E+08
    0.20470E+02,    0.34230E+02,    0.95549E+08
    0.18910E+02,    0.34110E+02,    0.95640E+08
    0.14630E+02,    0.35360E+02,    0.95997E+08
    0.15970E+02,    0.35470E+02,    0.95619E+08
    0.14350E+02,    0.38410E+02,    0.94482E+08
    0.14360E+02,    0.37540E+02,    0.95116E+08
    0.14570E+02,    0.36580E+02,    0.95523E+08
    0.15870E+02,    0.36940E+02,    0.95077E+08
    0.15290E+02,    0.38370E+02,    0.94320E+08
    0.16270E+02,    0.38140E+02,    0.94445E+08
    0.15180E+02,    0.37620E+02,    0.94845E+08
    0.14620E+02,    0.34060E+02,    0.96379E+08
    0.15930E+02,    0.34020E+02,    0.96050E+08
    0.19460E+02,    0.29520E+02,    0.96164E+08
    0.19020E+02,    0.31060E+02,    0.96158E+08
    0.15390E+02,    0.30520E+02,    0.96609E+08
    0.17400E+02,    0.30920E+02,    0.96383E+08
    0.17720E+02,    0.29350E+02,    0.96476E+08
    0.14380E+02,    0.31610E+02,    0.96781E+08
    0.20420E+02,    0.31350E+02,    0.95964E+08
    0.23610E+02,    0.36220E+02,    0.95351E+08
    0.25430E+02,    0.36830E+02,    0.95456E+08
    0.27680E+02,    0.36140E+02,    0.95616E+08
    0.30320E+02,    0.36120E+02,    0.95787E+08
    0.32940E+02,    0.36790E+02,    0.95829E+08
    0.36140E+02,    0.37040E+02,    0.95895E+08
    0.32330E+02,    0.39790E+02,    0.95851E+08
    0.32410E+02,    0.42140E+02,    0.95799E+08
    0.32520E+02,    0.44340E+02,    0.95831E+08
    0.23200E+02,    0.42300E+02,    0.94564E+08
    0.24290E+02,    0.42170E+02,    0.94810E+08
    0.25420E+02,    0.42030E+02,    0.95043E+08
    0.26690E+02,    0.41840E+02,    0.95252E+08
    0.28020E+02,    0.41810E+02,    0.95423E+08
    0.29350E+02,    0.41910E+02,    0.95546E+08
    0.30670E+02,    0.42350E+02,    0.95634E+08
    0.28110E+02,    0.43160E+02,    0.95422E+08
    0.28380E+02,    0.44490E+02,    0.95478E+08
    0.28290E+02,    0.45700E+02,    0.95523E+08
    0.26990E+02,    0.44560E+02,    0.95301E+08
    0.25610E+02,    0.44770E+02,    0.95128E+08
    0.24420E+02,    0.44490E+02,    0.94778E+08
    0.23360E+02,    0.44460E+02,    0.94506E+08
    0.25570E+02,    0.43330E+02,    0.95019E+08
    0.26830E+02,    0.43250E+02,    0.95245E+08
    0.24400E+02,    0.43370E+02,    0.94781E+08
    0.23300E+02,    0.43380E+02,    0.94509E+08
    0.23400E+02,    0.46370E+02,    0.94599E+08
    0.24310E+02,    0.46290E+02,    0.94852E+08
    0.25160E+02,    0.46210E+02,    0.95049E+08
    0.26030E+02,    0.45940E+02,    0.95214E+08
    0.27130E+02,    0.45790E+02,    0.95379E+08
    0.23360E+02,    0.45420E+02,    0.94517E+08
    0.24280E+02,    0.45430E+02,    0.94777E+08
    0.25020E+02,    0.45460E+02,    0.94970E+08
    0.30150E+02,    0.44490E+02,    0.95794E+08
    0.29300E+02,    0.45700E+02,    0.95674E+08
    0.29190E+02,    0.43200E+02,    0.95504E+08
    0.27930E+02,    0.38480E+02,    0.95537E+08
    0.27990E+02,    0.40230E+02,    0.95457E+08
    0.23180E+02,    0.39010E+02,    0.94943E+08
    0.24550E+02,    0.39330E+02,    0.95137E+08
    0.26100E+02,    0.38700E+02,    0.95335E+08
    0.26470E+02,    0.40400E+02,    0.95283E+08
    0.23100E+02,    0.41170E+02,    0.94662E+08
    0.23050E+02,    0.40140E+02,    0.94786E+08
    0.25150E+02,    0.40670E+02,    0.95075E+08
    0.24120E+02,    0.41070E+02,    0.94860E+08
    0.23910E+02,    0.40140E+02,    0.94927E+08
    0.23200E+02,    0.37730E+02,    0.95114E+08
    0.24400E+02,    0.37900E+02,    0.95211E+08
    0.29530E+02,    0.40430E+02,    0.95611E+08
    0.30030E+02,    0.38630E+02,    0.95680E+08
    0.30840E+02,    0.40810E+02,    0.95709E+08
    0.36730E+02,    0.43350E+02,    0.96011E+08
    0.35540E+02,    0.40420E+02,    0.95977E+08
    0.38960E+02,    0.42690E+02,    0.95996E+08
    0.38420E+02,    0.39950E+02,    0.96048E+08
    0.34620E+02,    0.44080E+02,    0.95934E+08
    0.34180E+02,    0.42220E+02,    0.95900E+08
    0.30750E+02,    0.32650E+02,    0.95966E+08
    0.35350E+02,    0.34070E+02,    0.96019E+08
    0.34360E+02,    0.31130E+02,    0.96034E+08
    0.37900E+02,    0.33980E+02,    0.95963E+08
    0.37630E+02,    0.30990E+02,    0.96024E+08
    0.32990E+02,    0.34580E+02,    0.95946E+08
    0.24400E+02,    0.32630E+02,    0.95732E+08
    0.27010E+02,    0.33480E+02,    0.95775E+08
    0.23880E+02,    0.34570E+02,    0.95569E+08
    0.25440E+02,    0.34870E+02,    0.95551E+08
    0.24560E+02,    0.30370E+02,    0.95913E+08
    0.26880E+02,    0.30670E+02,    0.95865E+08
    0.41700E+01,    0.71970E+02,    0.86880E+08
    0.62600E+01,    0.71990E+02,    0.89170E+08
    0.83700E+01,    0.72130E+02,    0.91639E+08
    0.10570E+02,    0.72400E+02,    0.93873E+08
    0.13030E+02,    0.73290E+02,    0.95478E+08
    0.16080E+02,    0.73080E+02,    0.96334E+08
    0.19000E+02,    0.72950E+02,    0.96843E+08
    0.22000E+02,    0.72620E+02,    0.96978E+08
    0.25150E+02,    0.72300E+02,    0.96977E+08
    0.28670E+02,    0.71810E+02,    0.96928E+08
    0.33330E+02,    0.71790E+02,    0.96655E+08
    0.39500E+01,    0.81790E+02,    0.94020E+08
    0.57900E+01,    0.81740E+02,    0.94235E+08
    0.74400E+01,    0.81780E+02,    0.94500E+08
    0.93100E+01,    0.82420E+02,    0.95079E+08
    0.12080E+02,    0.81720E+02,    0.95386E+08
    0.15550E+02,    0.82170E+02,    0.95944E+08
    0.18890E+02,    0.82280E+02,    0.96797E+08
    0.22290E+02,    0.82060E+02,    0.96442E+08
    0.25710E+02,    0.81630E+02,    0.96618E+08
    0.29380E+02,    0.81050E+02,    0.97650E+08
    0.33760E+02,    0.79030E+02,    0.96424E+08
    0.18690E+02,    0.86140E+02,    0.91918E+08
    0.29350E+02,    0.85380E+02,    0.89154E+08
    0.33940E+02,    0.84640E+02,    0.89915E+08
    0.25680E+02,    0.85160E+02,    0.96681E+08
    0.22160E+02,    0.85340E+02,    0.96537E+08
    0.22060E+02,    0.88240E+02,    0.87800E+08
    0.25370E+02,    0.88030E+02,    0.85858E+08
    0.46900E+01,    0.87420E+02,    0.95781E+08
    0.67600E+01,    0.86310E+02,    0.95385E+08
    0.83700E+01,    0.85210E+02,    0.95158E+08
    0.96400E+01,    0.84300E+02,    0.95235E+08
    0.11300E+02,    0.85360E+02,    0.96740E+08
    0.15030E+02,    0.85500E+02,    0.96163E+08
    0.53200E+01,    0.90050E+02,    0.92387E+08
    0.10320E+02,    0.88820E+02,    0.89200E+08
    0.79300E+01,    0.87890E+02,    0.94722E+08
    0.91700E+01,    0.86120E+02,    0.95386E+08
    0.14670E+02,    0.88560E+02,    0.86856E+08
    0.47100E+01,    0.92760E+02,    0.97771E+08
    0.41200E+01,    0.91510E+02,    0.94433E+08
    0.76900E+01,    0.83840E+02,    0.94902E+08
    0.70100E+01,    0.83030E+02,    0.94579E+08
    0.57300E+01,    0.83280E+02,    0.94578E+08
    0.40200E+01,    0.83610E+02,    0.94516E+08
    0.42400E+01,    0.85390E+02,    0.94851E+08
    0.61500E+01,    0.84760E+02,    0.94878E+08
    0.22180E+02,    0.75680E+02,    0.96680E+08
    0.22260E+02,    0.78740E+02,    0.96440E+08
    0.10040E+02,    0.74360E+02,    0.93692E+08
    0.98400E+01,    0.76220E+02,    0.93895E+08
    0.96600E+01,    0.78230E+02,    0.94255E+08
    0.94200E+01,    0.80160E+02,    0.94489E+08
    0.61500E+01,    0.74060E+02,    0.90739E+08
    0.60500E+01,    0.76030E+02,    0.92020E+08
    0.59700E+01,    0.78030E+02,    0.92996E+08
    0.58600E+01,    0.79910E+02,    0.93710E+08
    0.40200E+01,    0.77980E+02,    0.92398E+08
    0.39800E+01,    0.79940E+02,    0.93343E+08
    0.41200E+01,    0.74000E+02,    0.89272E+08
    0.40700E+01,    0.76020E+02,    0.91077E+08
    0.78400E+01,    0.78070E+02,    0.93647E+08
    0.81500E+01,    0.74130E+02,    0.92317E+08
    0.79900E+01,    0.76140E+02,    0.93035E+08
    0.76900E+01,    0.80030E+02,    0.94091E+08
    0.16030E+02,    0.78930E+02,    0.95856E+08
    0.16200E+02,    0.76020E+02,    0.96019E+08
    0.19100E+02,    0.79010E+02,    0.96151E+08
    0.19120E+02,    0.75850E+02,    0.96463E+08
    0.13540E+02,    0.76050E+02,    0.95458E+08
    0.13300E+02,    0.78800E+02,    0.95335E+08
    0.11610E+02,    0.76330E+02,    0.94586E+08
    0.11400E+02,    0.78310E+02,    0.94781E+08
    0.11020E+02,    0.80120E+02,    0.94767E+08
    0.11570E+02,    0.74600E+02,    0.94364E+08
    0.28400E+02,    0.74980E+02,    0.96781E+08
    0.28620E+02,    0.77890E+02,    0.96444E+08
    0.25490E+02,    0.78460E+02,    0.96539E+08
    0.25320E+02,    0.75310E+02,    0.96775E+08
    0.31130E+02,    0.77260E+02,    0.96677E+08
    0.30990E+02,    0.74650E+02,    0.96673E+08
    0.22700E+02,    0.48270E+02,    0.94670E+08
    0.22800E+02,    0.49170E+02,    0.94910E+08
    0.22930E+02,    0.50100E+02,    0.95201E+08
    0.23030E+02,    0.51060E+02,    0.95531E+08
    0.23080E+02,    0.52050E+02,    0.95882E+08
    0.23040E+02,    0.53030E+02,    0.96240E+08
    0.22790E+02,    0.54100E+02,    0.96655E+08
    0.23000E+02,    0.55190E+02,    0.97016E+08
    0.23320E+02,    0.56240E+02,    0.97303E+08
    0.23470E+02,    0.57470E+02,    0.97593E+08
    0.23570E+02,    0.58820E+02,    0.97862E+08
    0.23860E+02,    0.60170E+02,    0.97929E+08
    0.24140E+02,    0.61630E+02,    0.97925E+08
    0.24310E+02,    0.63070E+02,    0.97919E+08
    0.24060E+02,    0.64750E+02,    0.97890E+08
    0.23930E+02,    0.66880E+02,    0.97752E+08
    0.24610E+02,    0.69270E+02,    0.97338E+08
    0.44300E+01,    0.63720E+02,    0.89557E+08
    0.63200E+01,    0.63840E+02,    0.85696E+08
    0.81600E+01,    0.63650E+02,    0.90675E+08
    0.10090E+02,    0.62880E+02,    0.98445E+08
    0.12380E+02,    0.62900E+02,    0.10343E+09
    0.14280E+02,    0.62690E+02,    0.10349E+09
    0.16140E+02,    0.62600E+02,    0.10207E+09
    0.17860E+02,    0.62600E+02,    0.10094E+09
    0.19560E+02,    0.62550E+02,    0.99836E+08
    0.21230E+02,    0.62380E+02,    0.98982E+08
    0.22670E+02,    0.61870E+02,    0.98413E+08
    0.13370E+02,    0.70170E+02,    0.96022E+08
    0.13570E+02,    0.67270E+02,    0.97718E+08
    0.12720E+02,    0.64940E+02,    0.10028E+09
    0.17990E+02,    0.64220E+02,    0.10009E+09
    0.18100E+02,    0.65820E+02,    0.99364E+08
    0.18540E+02,    0.67630E+02,    0.98407E+08
    0.18810E+02,    0.70110E+02,    0.97478E+08
    0.16090E+02,    0.70300E+02,    0.97157E+08
    0.16100E+02,    0.67750E+02,    0.98453E+08
    0.16310E+02,    0.65940E+02,    0.99679E+08
    0.16200E+02,    0.64280E+02,    0.10074E+09
    0.14510E+02,    0.64460E+02,    0.10130E+09
    0.14760E+02,    0.65860E+02,    0.10018E+09
    0.21110E+02,    0.66780E+02,    0.97858E+08
    0.21830E+02,    0.64220E+02,    0.98264E+08
    0.19740E+02,    0.64130E+02,    0.99373E+08
    0.19660E+02,    0.65590E+02,    0.99233E+08
    0.22940E+02,    0.63060E+02,    0.98372E+08
    0.21630E+02,    0.69720E+02,    0.97400E+08
    0.10840E+02,    0.67530E+02,    0.95234E+08
    0.85300E+01,    0.67710E+02,    0.90856E+08
    0.63500E+01,    0.67780E+02,    0.85696E+08
    0.42500E+01,    0.67830E+02,    0.81619E+08
    0.42900E+01,    0.65750E+02,    0.82028E+08
    0.63400E+01,    0.65740E+02,    0.85040E+08
    0.83700E+01,    0.65560E+02,    0.90995E+08
    0.10520E+02,    0.65240E+02,    0.96805E+08
    0.85100E+01,    0.69910E+02,    0.91049E+08
    0.42100E+01,    0.69900E+02,    0.84045E+08
    0.63300E+01,    0.69910E+02,    0.87354E+08
    0.10830E+02,    0.70020E+02,    0.94148E+08
    0.14320E+02,    0.48910E+02,    0.86430E+08
    0.14420E+02,    0.49550E+02,    0.87478E+08
    0.14530E+02,    0.50210E+02,    0.88776E+08
